job_id,company_id,company,location,country,required_skill,experience_level
3693588087,162807,Brunel,Houston,NL,"Strategy/Planning, Business Development, Analyst",7
3693588086,2073870,Appen,Essex County,US,"Information Technology, Other, Business Development",7
3693588085,236235,Credere Associates LLC,Westbrook,US,"Project Management, Information Technology",7
3693588079,78124,Summit Funding Inc.,Greater Minneapolis-St. Paul Area,US,"Finance, Management, Business Development",4
3693588078,164527,J.B. Hunt Transport Services Inc.,Arlington,US,Other,1
3693588075,2121817,DSJ Global,Miami,GB,"Purchasing, Strategy/Planning",4
3693588071,62219,Berkshire Hathaway Homestate Companies Workers Compensation Division,San Francisco,US,"Engineering, Information Technology",2
3693588070,1286891,W3Global,Council Bluffs,US,Marketing,4
3693588068,1286891,W3Global,Secaucus,US,Information Technology,6
3693588061,766876,TekWissen,Chesterfield,US,"Research, Analyst, Information Technology",7
3693588041,19024086,Narrative Ads,Pasadena,US,"Sales, Business Development",7
3693588038,2073870,Appen,Passaic County,US,"Information Technology, Other, Business Development",7
3693588037,8359,The Guitar Center Company,Westlake Village,US,"Purchasing, Supply Chain",4
3693588036,2926262,Music Arts,Frederick,US,"Management, Manufacturing",2
3693588032,11286451,Novares Group,Janesville,FR,"Manufacturing, Customer Service, Distribution",4
3693588029,1179862,KMIZTV ABC17 News,Columbia,US,"Marketing, Public Relations, Writing/Editing",7
3693588026,4094193,Stamford Public Schools,Stamford,US,Other,7
3693588024,9141,Pampered Chef,Addison,US,Information Technology,3
3693588023,1286891,W3Global,Denver,US,"Management, Manufacturing",4
3693588021,22309011,EyeCare Partners,Fenton,US,Other,3
3693588019,1286891,W3Global,Charlotte,US,Information Technology,6
3693588018,1353,Tata Consultancy Services,Dallas,IN,Information Technology,4
3693588010,18751286,Lyles Services Co.,Fresno,US,Accounting/Auditing,4
3693588008,3348019,Advanced Correctional Healthcare Inc.,Anoka,US,Health Care Provider,4
3693588006,3220813,Pediatrix Medical Group,Houston,US,Health Care Provider,4
3693588005,14865971,VXForward,Washington DC-Baltimore Area,US,Information Technology,4
3693587716,1103,Verizon,Cuyahoga Falls,US,Other,2
3693587711,17937,24 Seven Talent,New York City,US,"Marketing, Product Management, Production",4
3693587708,10021,AMN Healthcare,Dallas,US,Information Technology,4
3693587703,5372,UC Santa Barbara,Santa Barbara,US,Finance,3
3693587702,1745669,ComTec Information Systems IT,Tampa,US,Other,4
3693587701,1268806,BENCHMADE,Oregon City,US,"Manufacturing, Production, Product Management",4
3693587698,1103,Verizon,Bristol,US,Other,4
3693587696,1103,Verizon,Alpharetta,US,Other,4
3693587695,1103,Verizon,Maple Grove,US,Other,2
3693587694,1103,Verizon,Scottsbluff,US,Other,2
3693587693,1103,Verizon,Basking Ridge,US,Other,4
3693587692,1103,Verizon,San Francisco,US,Other,2
3693587690,1103,Verizon,Burnsville,US,Other,2
3693587689,1103,Verizon,West Long Branch,US,Other,2
3693587687,1103,Verizon,New York,US,Other,4
3693587685,1103,Verizon,McAllen,US,Other,4
3693587680,11692984,Smart IT Frame LLC,Jersey City,US,"Engineering, Information Technology",3
3693587679,1103,Verizon,Irvine,US,Other,4
3693587678,1103,Verizon,Lake Forest,US,Other,2
3693587676,15200600,Berman Simmons,Lewiston,US,Legal,7
3693587671,1103,Verizon,Bismarck,US,Other,2
3693587670,1103,Verizon,Layton,US,Other,2
3693587657,11056,Insight Global,Atlanta,US,"Management, Manufacturing",3
3693587653,45750,Wolford,New York City,AT,"Accounting/Auditing, Finance",5
3693587652,26205,American Fidelity,Athens,US,Sales,2
3693587650,78124,Summit Funding Inc.,Hilton Head Island,US,"Finance, Management, Business Development",4
3693587645,40942169,PPI Quality Engineering LLC,Plaquemine,US,Other,7
3693587635,3651935,BetterHelp,Massachusetts,US,"Health Care Provider, Other",7
3693587623,1464,CDK Global,McLean,US,Other,7
3693587622,1464,CDK Global,Oklahoma City,US,Other,7
3693587618,1464,CDK Global,Des Moines,US,Other,7
3693587617,1464,CDK Global,Charleston,US,Other,7
3693587616,1464,CDK Global,Arkadelphia,US,Other,7
3693587615,1464,CDK Global,Nashville,US,Other,7
3693587614,1464,CDK Global,Grand Rapids,US,Other,7
3693587611,166551,Tyson Foods,Finney County,US,Other,2
3693587598,65647,The Fountain Group,Miami,US,Engineering,7
3693587585,2664185,Ironwear,Riviera Beach,US,"Marketing, Sales",7
3693587570,2904046,PFES,The Woodlands,US,"Project Management, Information Technology",4
3693587566,28629,School District U46,Elgin,US,"Education, Administrative, Other",5
3693587565,2731814,Aparium Hotel Group,Alexandria,US,"Management, Finance",5
3693587556,26205,American Fidelity,Cleveland,US,Sales,2
3693587555,11056,Insight Global,Tampa,US,"Finance, Sales",7
3693587552,62223875,Salem Five Insurance Agency LLC,Lynn,US,"Customer Service, Administrative, Other",4
3693587546,64677,Nicolet National Bank,Sturgeon Bay,US,"Finance, Sales",7
3693587537,30324,Intelliswift Software,Phoenix,US,"Finance, Accounting/Auditing",4
3693587519,2578499,Stonebrooke Engineering,Greater Minneapolis-St. Paul Area,US,"Engineering, Design, Project Management",4
3693587518,11294318,AcctPositions,Red Bank,US,Accounting/Auditing,5
3693587512,27254190,Arch Staffing Consulting,Glendale,US,Information Technology,3
3693587510,39249,MCC Label,Bowling Green,US,Quality Assurance,2
3693587509,39249,MCC Label,Batavia,US,Other,2
3693587504,77038154,Counseling Associates for WellBeing,Marietta,US,Health Care Provider,7
3693587500,52112,Jewish Board of Family and Childrens Services,Bronx,US,Health Care Provider,2
3693587492,1586478,Ardagh Group,Fremont,LU,"Production, Management, Manufacturing",4
3693587491,9498255,John G. Ullman Associates Inc.,Elmira-Corning Area,US,Other,7
3693587486,2203697,Experis,Santa Clara,US,"Consulting, Information Technology, Sales",4
3693587479,64995026,AccordCare,Marietta,US,"Accounting/Auditing, Finance",7
3693587478,78124,Summit Funding Inc.,New Orleans,US,"Finance, Management, Business Development",4
3693587475,51664810,Theoria Medical,Bismarck,US,Health Care Provider,7
3693587474,10563478,Cape Reserve,Nashville,US,Other,7
3693587464,81600,Easterseals Southern California,Anaheim,US,Health Care Provider,2
3693587440,10279761,GE Renewable Energy,Grand Forks,FR,"Engineering, Information Technology",2
3693587434,2073870,Appen,South Dakota,US,"Information Technology, Other, Business Development",7
3693587433,7789,DICKS Sporting Goods,Burlington,US,Sales,2
3693587423,2578499,Stonebrooke Engineering,Greater Minneapolis-St. Paul Area,US,"Engineering, Design, Strategy/Planning",3
3693587419,3123217,Glocomms,North Reading,US,"Project Management, Design, Management",4
3693587417,38521,Bryan Health,Lincoln,US,Other,2
3693587414,11775700,Mada,Cleveland,US,"Engineering, Information Technology",7
3693587413,357142,Komar Industries LLC,Groveport,US,"Engineering, Information Technology",7
3693587410,1254,PlayStation,San Mateo,US,Legal,7
3693587409,1286891,W3Global,Irving,US,"Accounting/Auditing, Finance",4
3693587407,1286891,W3Global,Louisville,US,Information Technology,4
3693587398,1286891,W3Global,Burbank,US,"Engineering, Information Technology",2
3693587394,164527,J.B. Hunt Transport Services Inc.,Riverside,US,"Management, Manufacturing",2
3693587390,33242739,Confidential,Irving,US,Information Technology,4
3693587388,1286891,W3Global,Buckhead,US,General Business,6
3693587387,9302284,Vorto,Denver,US,Legal,2
3693587384,2119128,The ODA Group,Dallas,US,"Accounting/Auditing, Finance, Quality Assurance",4
3693587383,69818844,Oak Rising Inc,Charlotte,US,"Sales, Business Development",7
3693587381,366025,Metropolitan Transportation Authority,New York,US,Other,4
3693587377,25017,Simpson StrongTie,Stockton,US,"Management, Manufacturing",4
3693587374,25017,Simpson StrongTie,West Chicago,US,Other,2
3693587368,2073870,Appen,Bergen County,US,"Information Technology, Other, Business Development",7
3693587367,72593,Bayforce,Montana,US,Information Technology,4
3693587347,2926262,Music Arts,Schaumburg,US,"Sales, Business Development",4
3693587344,8359,The Guitar Center Company,Dallas,US,"Sales, Business Development",2
3693587342,894640,Addition Management,Rye Brook,US,Accounting/Auditing,5
3693587340,13421,Constellation Brands,St Helena,US,"Management, Manufacturing",7
3693587339,11553420,Indotronix Avani Group,Indianapolis,US,"Marketing, Sales",7
3693587337,1095818,Ardent Technologies Inc,Petaluma,US,"Engineering, Information Technology",7
3693587334,3848,MITRE,McLean,US,Human Resources,2
3693587326,11727,Oceaneering,Hanover,US,Administrative,4
3693587316,67898464,Modivcare,Denver,US,Legal,3
3693587315,7795,Petco,San Diego,US,"Business Development, Sales",4
3693587305,2646,Walmart,North Myrtle Beach,US,"Management, Manufacturing",2
3693587304,25371,White Cap,San Jose,US,"Management, Manufacturing",2
3693587300,3743,RSM US LLP,Boston,US,"Accounting/Auditing, Finance",7
3693587298,3743,RSM US LLP,Melbourne,US,"Management, Manufacturing",7
3693587292,3743,RSM US LLP,Houston,US,"Education, Training",7
3693587289,9286450,UF Health,Gainesville,US,Health Care Provider,4
3693587263,40025,Arthrex,Immokalee,US,Information Technology,4
3693587258,9286450,UF Health,Gainesville,US,Health Care Provider,2
3693587253,1668,FedEx Ground,White Marsh Station,US,"Management, Manufacturing",7
3693587249,4324,Herc Rentals,Apex,US,"Management, Manufacturing",7
3693587248,4324,Herc Rentals,Caddo Mills,US,"Management, Manufacturing",7
3693587247,1668,FedEx Ground,Gillette,US,"Management, Manufacturing",7
3693587243,1668,FedEx Ground,Beltsville,US,"Management, Manufacturing",7
3693587242,1668,FedEx Ground,Sanford,US,"Management, Manufacturing",7
3693587233,7795,Petco,Lynnwood,US,"Management, Manufacturing",4
3693587210,2562,Dow,Freeport,US,"Finance, Sales",7
3693587200,7795,Petco,Braselton,US,Other,7
3693587190,4307,Lincoln Financial Group,Omaha,US,Other,7
3693587183,7795,Petco,San Diego,US,"Business Development, Sales",2
3693587180,9286450,UF Health,Gainesville,US,Information Technology,2
3693587168,2700167,Capstone Logistics LLC,Disputanta,US,"Management, Manufacturing",2
3693587159,9286450,UF Health,Gainesville,US,Health Care Provider,2
3693587158,16892,Sorenson Communications,Jacksonville,US,"Sales, Business Development",4
3693587155,9286450,UF Health,Gainesville,US,Health Care Provider,4
3693587152,19024086,Narrative Ads,Pasadena,US,"Business Development, Sales",7
3693587136,9286450,UF Health,Gainesville,US,Health Care Provider,4
3693587130,542177,ADI Global Distribution,Memphis,US,"Sales, Business Development, Marketing",3
3693587126,23383,Langan Engineering Environmental Services,Austin,US,"Engineering, Information Technology",2
3693587123,165735,Richmond American Homes,Denver,US,"Purchasing, Supply Chain",7
3693587120,134081,Price Chopper SupermarketsMarket 32,Albany,US,"Management, Manufacturing",2
3693587117,905785,Celerion,Tempe,US,"Research, Analyst, Information Technology",4
3693587110,5058,Coty,Morris Plains,NL,"Research, Science",7
3693587102,278713,Ohio Department of Rehabilitation and Correction ODRC,Hamilton County,US,Health Care Provider,2
3693587095,30498,Claires,Denver,US,"Management, Manufacturing",4
3693587094,30498,Claires,Charlotte,US,"Sales, Business Development",2
3693587092,30498,Claires,Chicago,US,"Management, Manufacturing",4
3693587090,30498,Claires,Terre Haute,US,"Management, Manufacturing",4
3693587087,407656,Fresenius Medical Care,Lexington,DE,"Information Technology, Engineering, Supply Chain",3
3693587086,8667,Associated Bank,Hudson,US,"Finance, Sales",4
3693587073,34683141,Fluidra North America,Portland,US,Other,2
3693587032,65911044,Race Rock Group,Houston,US,"Marketing, Sales",7
3693586999,1103,Verizon,Arlington,US,Other,4
3693586998,1103,Verizon,Hermitage,US,Other,2
3693586997,1247220,Sunrise Systems Inc.,Fort Lauderdale,US,Legal,7
3693586992,1103,Verizon,Richardson,US,Other,2
3693586989,1103,Verizon,Cary,US,Other,2
3693586988,1103,Verizon,Sioux Falls,US,Other,2
3693586987,1103,Verizon,Naples,US,Other,2
3693586986,1103,Verizon,Jersey City,US,Other,2
3693586985,1103,Verizon,Melbourne,US,Other,2
3693586984,1103,Verizon,Grand Forks,US,Other,2
3693586979,1103,Verizon,Irvine,US,Other,4
3693586977,1103,Verizon,Basking Ridge,US,Other,2
3693586976,1103,Verizon,Great Falls,US,Other,2
3693586963,2393241,Bell Associates Inc.,Ogden,US,Engineering,4
3693586957,2843538,Redbock an NES Fircroft company,Mounds View,US,"Consulting, Engineering, Quality Assurance",2
3693586956,22310425,Shifflett Philips LLP,Frisco,US,"Accounting/Auditing, Finance",7
3693586952,2785040,MIT Investment Management Company,Cambridge,US,Other,3
3693586943,1579375,SoftHQ Inc,Johnston,US,Information Technology,4
3693586931,78124,Summit Funding Inc.,Charleston,US,"Finance, Management, Business Development",4
3693586927,1464,CDK Global,Burlington,US,Other,7
3693586926,1464,CDK Global,Cedar Rapids,US,Other,7
3693586923,67572051,ACL Digital,Austin,US,Other,3
3693586920,1464,CDK Global,Plymouth,US,Other,7
3693586919,1464,CDK Global,Sioux Falls,US,Other,7
3693586918,1464,CDK Global,Fort Myers,US,Other,7
3693586911,164182,Hexaware Technologies,McLean,IN,"Engineering, Information Technology",4
3693586898,808024,American Gem Society,Las Vegas,US,Information Technology,7
3693586883,763137,Spencer Ogden,Orlando,GB,"Sales, Business Development",2
3693586882,11333215,PhyNet Dermatology LLC,Baton Rouge,US,Management,5
3693586876,37404866,Nidec Mobility America Corporation,Greater Chicago Area,US,"Administrative, Purchasing, Supply Chain",2
3693586874,20760,Aurora University,Aurora,US,"Other, Education",5
3693586873,2881203,OFallon Casting,O'Fallon,US,"Management, Manufacturing",7
3693586869,86475,West Yost,Lake Forest,US,Engineering,4
3693586867,2731814,Aparium Hotel Group,Denver,US,"Management, Finance",5
3693586855,70696,Rural Community Assistance Corporation RCAC,Idaho Falls,US,Other,7
3693586854,70696,Rural Community Assistance Corporation RCAC,Cheyenne,US,Other,7
3693586843,123958,WT Offshore,Houston,US,Accounting/Auditing,4
3693586837,1969276,AVITA Medical,Irvine,US,"Research, Analyst, Information Technology",7
3693586834,1066442,Datadog,New York,US,"Project Management, Information Technology",4
3693586830,36092044,Equitable,Los Angeles,US,Other,4
3693586824,143988,Fourth Floor,Boston,US,"Sales, Customer Service",3
3693586823,2578499,Stonebrooke Engineering,Greater Minneapolis-St. Paul Area,US,"Engineering, Information Technology, Design",3
3693586818,39249,MCC Label,Batavia,US,"Management, Manufacturing",2
3693586816,143988,Fourth Floor,Boston,US,"Sales, Customer Service",2
3693586812,2327867,ASR International,Charleston,US,"Information Technology, Engineering",4
3693586811,166958,Washington Metropolitan Area Transit Authority WMATA,Washington,US,"Project Management, Information Technology",7
3693586801,52112,Jewish Board of Family and Childrens Services,Bronx,US,Management,5
3693586796,1861293,TekStream Solutions,Washington,US,"Finance, Analyst",3
3693586792,22112,Samaritans Purse,Boone,US,"Business Development, Sales",2
3693586785,482272,TRUGlobal,San Francisco Bay Area,US,Other,7
3693586783,9339049,Charlotte Tilbury Beauty,Charlotte,GB,"Sales, Business Development",2
3693586781,3681497,California Department of Toxic Substances Control,Sacramento,US,"Business Development, Sales",2
3693586778,157303,Comerica Bank,Roseville,US,"Finance, Sales",2
3693586773,164207,Holy Cross Health,Silver Spring,US,Health Care Provider,2
3693586757,164035,Grady Health System,Atlanta,US,Health Care Provider,4
3693586755,10279761,GE Renewable Energy,Schenectady,FR,"Management, Manufacturing",4
3693586750,81600,Easterseals Southern California,Irvine,US,Health Care Provider,2
3693586748,162241,Abt Associates,Rockville,US,Information Technology,5
3693586723,77758478,Careers Graham Packaging,York,US,"Management, Manufacturing",2
3693586712,2073870,Appen,Bristol County,US,"Information Technology, Other, Business Development",7
3693586709,1025,Hewlett Packard Enterprise,Los Angeles,US,"Sales, Business Development",7
3693586706,7789,DICKS Sporting Goods,Burlington,US,Sales,2
3693586705,7789,DICKS Sporting Goods,Torrance,US,Sales,7
3693586703,7789,DICKS Sporting Goods,Bradenton,US,Sales,2
3693586702,7789,DICKS Sporting Goods,Louisville,US,Sales,2
3693586696,1286891,W3Global,Farmington,US,Health Care Provider,4
3693586694,9759,Novant Health,Winston-Salem,US,Health Care Provider,2
3693586693,164527,J.B. Hunt Transport Services Inc.,Niles,US,"Management, Manufacturing",2
3693586687,2203697,Experis,Cleveland,US,Management,2
3693586686,366025,Metropolitan Transportation Authority,Queens,US,"Project Management, Information Technology",2
3693586659,8359,The Guitar Center Company,Glen Burnie,US,"Design, Art/Creative, Information Technology",1
3693586657,8359,The Guitar Center Company,Farmers Branch,US,"Sales, Business Development",2
3693586656,8359,The Guitar Center Company,Towson,US,"Sales, Business Development",2
3693586649,157303,Comerica Bank,Dearborn Heights,US,"Finance, Sales",2
3693586645,3848,MITRE,McLean,US,Information Technology,4
3693586643,3848,MITRE,Bedford,US,"Engineering, Information Technology",2
3693586635,1681,Robert Half,Jessup,US,Information Technology,4
3693586634,3348019,Advanced Correctional Healthcare Inc.,Richland,US,Health Care Provider,4
3693586633,81527214,Elevance Health,Salem,US,Customer Service,2
3693586630,74604,HealthCare Support,Kansas City,US,Health Care Provider,4
3693586627,74604,HealthCare Support,New York,US,Health Care Provider,4
3693586625,74604,HealthCare Support,Jackson,US,Health Care Provider,2
3693586623,74604,HealthCare Support,Aurora,US,Health Care Provider,4
3693586619,74604,HealthCare Support,Fort Walton Beach,US,Health Care Provider,4
3693586618,74604,HealthCare Support,Farmington Hills,US,"Sales, Business Development",2
3693586607,2073870,Appen,Bergenfield,US,"Information Technology, Other, Business Development",7
3693586606,3743,RSM US LLP,Orlando,US,"Accounting/Auditing, Finance",7
3693586605,3743,RSM US LLP,Denver,US,Information Technology,7
3693586604,5666,Dominion Energy,Youngstown,US,"Management, Manufacturing",2
3693586603,3743,RSM US LLP,Houston,US,"Accounting/Auditing, Finance",7
3693586602,3743,RSM US LLP,Houston,US,"Accounting/Auditing, Finance",7
3693586595,7795,Petco,Ann Arbor,US,Other,2
3693586591,45346,The Intersect Group,Cleveland,US,Information Technology,4
3693586581,16183163,recruitAbility,Greater Corpus Christi Area,US,Engineering,2
3693586570,162448,Amtrak,New York,US,"Management, Manufacturing",4
3693586565,1668,FedEx Ground,Macon,US,"Management, Manufacturing",7
3693586564,7795,Petco,Williamsburg,US,"Management, Manufacturing",4
3693586563,4324,Herc Rentals,South Hackensack,US,"Management, Manufacturing",7
3693586562,1668,FedEx Ground,Pittston,US,"Management, Manufacturing",7
3693586558,1668,FedEx Ground,Cadillac,US,"Management, Manufacturing",7
3693586557,1668,FedEx Ground,Gaithersburg,US,"Management, Manufacturing",7
3693586556,1668,FedEx Ground,Winchester,US,"Management, Manufacturing",7
3693586554,166967,Woolpert,Ohio,US,"Engineering, Information Technology",2
3693586544,3500602,Farmers Merchants Bank Berlin WI,Berlin,US,"Finance, Sales",7
3693586512,7795,Petco,St Charles,US,"Sales, Business Development",4
3693586511,1124131,Pinterest,Seattle,US,Information Technology,4
3693586490,9286450,UF Health,Gainesville,US,Information Technology,2
3693586488,74604,HealthCare Support,Ossining,US,Health Care Provider,2
3693586482,1792,Stanford University,Stanford,US,"Research, Analyst, Information Technology",2
3693586481,1792,Stanford University,Stanford,US,"Management, Manufacturing",2
3693586475,1060,Ericsson,Plano,SE,Other,7
3693586469,352558,United Wholesale Mortgage,Pontiac,US,Customer Service,4
3693586464,37900,Odyssey Systems,Edmond,US,"Project Management, Information Technology",4
3693586463,37900,Odyssey Systems,Bedford,US,"Project Management, Information Technology",4
3693586458,37900,Odyssey Systems,Edmond,US,Information Technology,4
3693586434,18282263,UGG,Santa Barbara,0,"Design, Art/Creative, Information Technology",7
3693586428,542177,ADI Global Distribution,Austin,US,"Sales, Marketing, Administrative",3
3693586423,23383,Langan Engineering Environmental Services,Austin,US,"Engineering, Information Technology",4
3693586420,134081,Price Chopper SupermarketsMarket 32,Schenectady,US,"Management, Manufacturing",2
3693586415,503757,AmTrust Financial Services Inc.,Greater Cleveland,US,"Accounting/Auditing, Finance",7
3693586412,48835,Exact Sciences,San Diego,US,"Business Development, Sales",4
3693586411,7851,STERIS,Chicago,US,Health Care Provider,4
3693586403,5667,LyondellBasell,Houston,US,Information Technology,4
3693586402,5667,LyondellBasell,Morris,US,"Management, Manufacturing",4
3693586391,30498,Claires,Palm Beach Gardens,US,"Sales, Business Development",2
3693586388,30498,Claires,Escondido,US,"Management, Manufacturing",4
3693586386,30498,Claires,Tempe,US,"Management, Manufacturing",4
3693586385,30498,Claires,New York,US,"Management, Manufacturing",4
3693586371,683310,Gerber Collision Glass,Kingsford,US,"Management, Manufacturing",2
3693585972,5235,LHH,Washington,US,Administrative,3
3693585961,2393241,Bell Associates Inc.,Ogden,US,Engineering,4
3693585954,89878074,ShoutVox,Detroit,0,"Marketing, Public Relations, Writing/Editing",7
3693585947,1464,CDK Global,Honolulu,US,Other,7
3693585946,1464,CDK Global,Phoenix,US,Other,7
3693585942,1464,CDK Global,Boise,US,Other,7
3693585941,1464,CDK Global,Anderson,US,Other,7
3693585940,1464,CDK Global,Ajo,US,Other,7
3693585936,27383,HIRECLOUT,Los Angeles,US,"Sales, Business Development, Consulting",4
3693585927,9361151,Flexicrew Technical Services,Ponchatoula,US,"Accounting/Auditing, Finance",3
3693585921,261933,WorldLink US,Mountain View,US,Project Management,3
3693585918,9060,Laerdal Medical,Wappingers Falls,NO,Other,7
3693585903,18564016,Hanwha Power Systems Americas,Houston,US,"Sales, Business Development",4
3693585877,65647,The Fountain Group,New York,US,Other,7
3693585875,70696,Rural Community Assistance Corporation RCAC,Cheyenne,US,Other,7
3693585874,70696,Rural Community Assistance Corporation RCAC,Albuquerque,US,Other,7
3693585872,27193097,ZenTech Consulting,Tampa,US,Marketing,3
3693585871,70696,Rural Community Assistance Corporation RCAC,Ashland,US,Other,7
3693585869,70696,Rural Community Assistance Corporation RCAC,Portland,US,Other,7
3693585868,2985733,Aditi Consulting,Peoria,US,"Manufacturing, Design, Engineering",2
3693585862,54110209,Pure Lithium Corporation,Boston,US,"Business Development, Finance, Research",3
3693585859,15090581,STEM Talent Solutions,Cincinnati,US,Engineering,3
3693585855,1066442,Datadog,Boston,US,"Project Management, Information Technology",4
3693585853,2751,Expedia Group,Seattle,US,Marketing,3
3693585851,3591263,Park Place Finance LLC Hard Money Lender,Austin,US,"Human Resources, Sales",4
3693585849,36092044,Equitable,Phoenix,US,Other,4
3693585848,36092044,Equitable,Syracuse,US,"Sales, Business Development",2
3693585847,36092044,Equitable,Denver,US,Other,4
3693585846,36092044,Equitable,Charlotte,US,Other,4
3693585842,74149507,SOCOTEC USA,Fort Lauderdale,US,Engineering,2
3693585840,80695222,Hillmont Group,Kansas City,US,"Engineering, Information Technology",7
3693585834,39249,MCC Label,Florence,US,"Management, Manufacturing",2
3693585827,15939037,Heart of Biddeford,Biddeford,US,Administrative,7
3693585813,3681497,California Department of Toxic Substances Control,Los Angeles,US,Information Technology,2
3693585811,3084,University of Southern California,Los Angeles,US,"Distribution, General Business, Management",5
3693585801,165976,Simon Schuster,Riverside,US,Other,4
3693585791,102046,Hudson Valley Credit Union,Mahopac,US,"Finance, Sales",4
3693585788,165118,Nationwide Childrens Hospital,Columbus,US,"Science, Research, Health Care Provider",3
3693585785,164035,Grady Health System,Atlanta,US,"Finance, Sales",4
3693585775,21425,Victaulic,Easton,US,"Research, Analyst, Information Technology",2
3693585760,16202798,Kelly Law Team,Phoenix,US,Legal,7
3693585752,1681,Robert Half,Kansas City,US,Legal,3
3693585747,2073870,Appen,Oklahoma,US,"Information Technology, Other, Business Development",7
3693585745,13051794,Kenneth Freed Company PC,Woburn,US,"Accounting/Auditing, Finance",7
3693585731,11727,Oceaneering,Hanover,US,"Engineering, Information Technology",2
3693585727,7789,DICKS Sporting Goods,Las Vegas,US,Sales,4
3693585724,14631354,TEKGENCE INC,Houston,US,"Engineering, Information Technology",7
3693585716,777243,Ascendo Resources,Barrington,US,"Accounting/Auditing, Finance",3
3693585714,1286891,W3Global,Pineville,US,"Accounting/Auditing, Finance",4
3693585710,703207,Trademasters Service Inc.,Washington,US,"Management, Manufacturing",7
3693585702,366025,Metropolitan Transportation Authority,New York,US,"Project Management, Information Technology",5
3693585694,16183163,recruitAbility,Berkeley,US,Engineering,2
3693585688,366025,Metropolitan Transportation Authority,New York,US,"Management, Manufacturing",4
3693585683,1286891,W3Global,Stanford,US,"Accounting/Auditing, Finance",2
3693585680,2073870,Appen,Newark,US,"Information Technology, Other, Business Development",7
3693585674,2926262,Music Arts,Burleson,US,"Education, Training",2
3693585671,66938931,Charlie Health,Nashville,US,"Accounting/Auditing, Finance",2
3693585668,259718,Lexicon Solutions,Portland,US,Quality Assurance,4
3693585660,3220813,Pediatrix Medical Group,Greater Houston,US,Health Care Provider,4
3693585655,136253,Computer Staff,Houston,US,"Engineering, Information Technology",4
3693585649,19086748,Express Employment Professionals Irvine CA,Irvine,US,"Management, Manufacturing, Engineering",4
3693585646,25371,White Cap,Rochester,US,"Project Management, Information Technology",4
3693585641,74604,HealthCare Support,Martinsville,US,Health Care Provider,4
3693585630,3743,RSM US LLP,Houston,US,"Education, Training",7
3693585629,3743,RSM US LLP,Minneapolis,US,Human Resources,7
3693585628,3743,RSM US LLP,Houston,US,Human Resources,7
3693585623,57971,American Clean Power Association ACP,Washington,US,"Production, Strategy/Planning, Writing/Editing",6
3693585611,25461,EPITEC,Chicago,US,"Finance, Sales",4
3693585609,2646,Walmart,Ballinger,US,"Management, Manufacturing",2
3693585602,79383729,finEQUITY,Brooklyn,US,"Education, Training",7
3693585596,40025,Arthrex,Pendleton,US,"Management, Manufacturing",4
3693585593,53708,Scoular,Minneapolis,US,Health Care Provider,3
3693585588,1668,FedEx Ground,Logan,US,"Management, Manufacturing",7
3693585587,18269417,UNIS Fulfillment and Transportation,Buena Park,US,"Art/Creative, Design",4
3693585586,1668,FedEx Ground,Tracy,US,"Management, Manufacturing",7
3693585585,1668,FedEx Ground,Cocoa,US,"Management, Manufacturing",7
3693585582,7795,Petco,New York,US,Health Care Provider,2
3693585578,7795,Petco,Port Orange,US,"Management, Manufacturing",4
3693585546,7795,Petco,San Diego,US,"Design, Art/Creative, Information Technology",5
3693585536,7795,Petco,Huntington,US,"Management, Manufacturing",4
3693585525,7795,Petco,Middleburg Heights,US,Other,2
3693585524,7795,Petco,Huntsville,US,Other,2
3693585515,65547501,Tarsco a TF Warren Company,Spring,US,"Business Development, Sales, Marketing",4
3693585511,7795,Petco,Fontana,US,"Management, Manufacturing",2
3693585505,2700167,Capstone Logistics LLC,Aurora,US,"Management, Manufacturing",2
3693585473,162750,BNY Mellon,Lake Mary,US,Other,7
3693585456,18282263,UGG,New York,0,"Sales, Business Development",7
3693585455,18282263,UGG,New York,0,"Sales, Business Development",7
3693585441,134081,Price Chopper SupermarketsMarket 32,Schenectady,US,"Management, Manufacturing",2
3693585440,134081,Price Chopper SupermarketsMarket 32,Amsterdam,US,"Management, Manufacturing",2
3693585439,134081,Price Chopper SupermarketsMarket 32,East Greenbush,US,"Management, Manufacturing",2
3693585428,611987,Ohio Department of Mental Health Addiction Services,Columbus,US,"Finance, Accounting/Auditing",4
3693585426,10229802,Ohio Department of Public Safety,Columbus,US,"Other, Health Care Provider",2
3693585417,30498,Claires,Spanish Fort,US,"Sales, Business Development",2
3693585416,30498,Claires,Gonzales,US,"Sales, Business Development",2
3693585415,30498,Claires,Denver,US,"Sales, Business Development",2
3693585414,30498,Claires,Rutland,US,"Marketing, Sales",2
3693585412,25452,Tenable,Columbia,US,"Engineering, Information Technology",4
3693585411,30498,Claires,Lawton Area,US,"Sales, Business Development",4
3693585405,8667,Associated Bank,Stevens Point,US,Information Technology,2
3693585403,2296178,Salesloft,Atlanta,US,"Sales, Business Development",2
3693585393,683310,Gerber Collision Glass,Escanaba,US,"Management, Manufacturing",4
3693584991,49648345,Adecco Search,Downey,US,Purchasing,3
3693584986,45170,Schnuck Markets Inc.,St Louis,US,Information Technology,1
3693584971,31636,Bozzuto,Burlington,US,"Management, Product Management, Customer Service",4
3693584956,75644472,Sea Pines Physical Therapy,Seattle,US,Health Care Provider,7
